pps,unique_ips,syn_ratio,suspicious,label
1098,10,0.8214319916425933,0.712459194985556,2
1590,20,0.6826172212234024,0.7275703327340415,2
1038,28,0.23465344177584935,0.34839206506550957,1
53,24,0.289970118943609,0.18458207136616542,0
1054,4,0.14287596133941172,0.29652557680364705,1
1495,8,0.27140938044671437,0.46184562826802866,1
1655,31,0.2842740929275167,0.50156445575651,2
850,34,0.7217215527171793,0.6030329316303076,1
873,12,0.40244663743366893,0.4160679824602014,1
1465,31,0.18903952472753172,0.40642371483651907,1
1885,26,0.7150387188506838,0.8060232313104103,2
1750,38,0.8957267259261729,0.8874360355557038,2
1112,8,0.003819922658583108,0.2246919535951499,1
325,44,0.7409040561520714,0.5095424336912429,0
1181,28,0.10189238806601353,0.2973354328396081,1
577,43,0.27039328638452553,0.2776359718307153,0
1947,34,0.31334791758514313,0.5774087505510859,2
612,18,0.8918721448107347,0.6575232868864409,0
141,19,0.909943143854392,0.5741658863126352,0
624,12,0.6751400611496681,0.5298840366898008,0
401,23,0.49381404045692867,0.3764884242741572,0
929,27,0.8442487024058184,0.692349221443491,1
951,10,0.13911584889108752,0.2736695093346525,1
1749,21,0.8755112265526162,0.8751067359315696,2
1125,33,0.27843940825043456,0.39206364495026075,1
523,17,0.6761082314144111,0.5102649388486467,0
793,30,0.26896803159538596,0.3199808189572316,0
1876,19,0.6343397397112043,0.7558038438267225,2
1317,42,0.10480806499757211,0.32628483899854327,1
1526,48,0.38512011990250006,0.5362720719415001,2
1024,41,0.4759677310116559,0.49038063860699355,1
1520,18,0.6344241452865836,0.6846544871719502,2
227,44,0.0028812516656145926,0.04712875099936876,0
1479,41,0.18602300000566563,0.4074138000033994,1
741,13,0.41579750068745014,0.3976785004124701,0
898,16,0.37116161478574183,0.4022969688714451,1
1190,11,0.7304963609587902,0.6762978165752741,1
1124,45,0.7540230349283823,0.6772138209570294,1
1773,34,0.39473435384482813,0.5914406123068969,2
776,7,0.12572426899222622,0.23063456139533572,0
1027,28,0.9745918113353297,0.7901550868011978,2
940,21,0.6821938806266105,0.5973163283759663,1
822,1,0.8902150026361744,0.6985290015817046,1
1276,43,0.3677859877561529,0.4758715926536918,1
1337,49,0.1115122123212764,0.33430732739276586,1
1674,44,0.09986682113617817,0.3947200926817069,2
1610,46,0.24188888355414595,0.4671333301324876,2
1126,24,0.8382653595457049,0.7281592157274229,2
1873,36,0.9488459558311304,0.9439075734986783,2
675,25,0.736200425060762,0.5767202550364572,0
614,17,0.9060658856863653,0.6664395314118191,0
884,24,0.724856499315017,0.6117138995890102,1
409,36,0.041656818382682426,0.10679409102960945,0
858,38,0.7623090320219387,0.6289854192131632,1
119,28,0.2672526297935953,0.1841515778761572,0
465,40,0.1315182669163779,0.17191096014982676,0
1996,27,0.575355403251556,0.7444132419509335,2
1706,47,0.8071555373648825,0.8254933224189296,2
1698,37,0.2655828329586061,0.4989496997751637,2
1760,25,0.7731418739186715,0.8158851243512029,2
1978,7,0.3480955931682881,0.6044573559009728,2
1662,12,0.0013536257154681541,0.33321217542928094,2
555,36,0.548382036195654,0.44002922171739234,0
1252,47,0.6755800919502598,0.6557480551701559,1
160,11,0.8297631202876449,0.529857872172587,0
983,25,0.291144247785179,0.3712865486711074,1
1069,22,0.1523277856626788,0.30519667139760726,1
616,3,0.7101354317980658,0.5492812590788395,0
157,34,0.603291805714943,0.39337508342896577,0
1229,15,0.059716488970889325,0.28162989338253364,1
1964,26,0.5822087597682312,0.7421252558609388,2
1128,9,0.23915877778224304,0.3690952666693458,1
1848,32,0.6509573351180726,0.7601744010708436,2
1355,15,0.5612935429484027,0.6077761257690417,1
278,41,0.20498120952681642,0.17858872571608986,0
1114,44,0.6197345714330892,0.5946407428598536,1
1465,26,0.8471944390335817,0.8013166634201491,2
507,45,0.2762373249751531,0.26714239498509185,0
461,8,0.6359547071637285,0.4737728242982371,0
1007,31,0.674130295536063,0.6058781773216377,1
491,1,0.3451922084942105,0.3053153250965263,0
564,38,0.2905045056714204,0.2871027034028522,0
1724,47,0.06062892606646819,0.3811773556398809,2
686,26,0.14730304427897034,0.22558182656738224,0
5,20,0.6309217902291634,0.379553074137498,0
459,33,0.9579341210567704,0.6665604726340623,0
1947,34,0.24189329411288918,0.5345359764677335,2
1597,21,0.9623102029877842,0.8967861217926706,2
1414,38,0.9286602870148829,0.8399961722089297,2
446,18,0.5468596409751262,0.4173157845850757,0
302,13,0.45859794351384,0.335558766108304,0
3,30,0.8639615807350102,0.5189769484410062,0
520,44,0.8976746726779566,0.642604803606774,0
620,33,0.13699906305367138,0.20619943783220282,0
331,13,0.5272326607539126,0.3825395964523476,0
863,28,0.6591137644695265,0.568068258681716,1
1705,16,0.6365386467533544,0.7229231880520126,2
1276,48,0.40667406999858313,0.49920444199914993,1
1723,26,0.5225397167320532,0.658123830039232,2
1356,11,0.45896347937729864,0.5465780876263793,1
274,19,0.17609547133059467,0.1604572827983568,0
870,18,0.9811778367622945,0.7627067020573768,2
1284,44,0.7925951162883833,0.73235706977303,2
1595,34,0.6983111572275728,0.7379866943365436,2
1835,16,0.9773079079915037,0.9533847447949022,2
1271,8,0.1616714362369619,0.35120286174217713,1
8,30,0.718331175372004,0.4325987052232024,0
495,30,0.6406151835488874,0.48336911012933237,0
1063,17,0.1626997438085659,0.31021984628513954,1
1624,22,0.85520698501837,0.837924191011022,2
1068,9,0.8354078308421259,0.7148446985052755,2
1572,37,0.3769855419262801,0.540591325155768,2
1180,42,0.8047531219896948,0.7188518731938169,2
1752,42,0.3216699896595486,0.5434019937957292,2
322,8,0.8082754395559376,0.5493652637335625,0
790,37,0.245807439306153,0.30548446358369186,0
349,3,0.8946427975776345,0.6065856785465806,0
1197,10,0.9013830966419349,0.780229857985161,2
1462,27,0.9548469930384681,0.8653081958230808,2
129,32,0.5127202478126281,0.33343214868757687,0
327,49,0.6354436456595226,0.44666618739571357,0
404,30,0.9184264321454086,0.6318558592872452,0
1649,39,0.5771225860383208,0.6760735516229925,2
718,17,0.7875490858587793,0.6161294515152675,0
116,29,0.5640740288335178,0.36164441730011065,0
1115,18,0.6566310737078761,0.6169786442247257,1
114,1,0.19159294573482577,0.13775576744089546,0
1901,20,0.1018036829495369,0.44128220976972216,2
1290,11,0.7517721730390933,0.709063303823456,2
1925,1,0.17522177210582734,0.4901330632634964,2
354,45,0.22489021681591248,0.2057341300895475,0
1604,5,0.7191598969445689,0.7522959381667413,2
824,21,0.5166983852262678,0.4748190311357606,1
282,19,0.1438143503148137,0.14268861018888823,0
199,47,0.9037575717751422,0.5820545430650852,0
154,40,0.4009417624730467,0.271365057483828,0
462,4,0.8231608307088593,0.5862964984253155,0
84,15,0.544505769049228,0.34350346142953675,0
1133,29,0.25530907650393164,0.37978544590235896,1
1392,19,0.5938024808096155,0.6346814884857692,1
1582,28,0.6360424687799683,0.6980254812679809,2
475,4,0.29524180248964216,0.2721450814937853,0
421,1,0.40941207181701833,0.32984724309021096,0
1304,27,0.835825927910516,0.7622955567463097,2
189,36,0.6936180574737952,0.4539708344842771,0
1560,24,0.6546506868659545,0.7047904121195727,2
1859,34,0.875883083517057,0.8973298501102343,2
471,23,0.9310099708852998,0.6528059825311798,0
863,41,1.1634755366141114e-05,0.17260698085321968,1
1785,6,0.054634420000972295,0.38978065200058337,2
1674,40,0.22612533124967193,0.47047519874980315,2
1958,21,0.30394251225502733,0.5739655073530164,2
1539,22,0.7293447940879964,0.7454068764527978,2
844,38,0.7317247365642129,0.6078348419385278,1
420,47,0.41594390458185504,0.333566342749113,0
1933,23,0.6096310116569019,0.7523786069941412,2
1566,37,0.7126213330985128,0.7407727998591077,2
1435,14,0.12535647579238562,0.36221388547543143,1
496,47,0.8066935196947392,0.5832161118168435,0
1575,16,0.7542482596820808,0.7675489558092484,2
213,21,0.14960144952695253,0.1323608697161715,0
272,31,0.7538297005692186,0.5066978203415311,0
32,34,0.7806317174255571,0.47477903045533426,0
521,17,0.9522217856975946,0.6755330714185568,0
10,22,0.26532613755546697,0.16119568253328018,0
1860,48,0.2965599122059307,0.5499359473235584,2
153,21,0.5600916974433955,0.3666550184660373,0
753,1,0.7084896974927973,0.5756938184956784,0
563,36,0.9724199990401033,0.696051999424062,0
895,24,0.1590250037402613,0.2744150022441568,1
1807,32,0.0982349921890805,0.42034099531344826,2
1222,1,0.12203049432184865,0.3176182965931092,1
1402,39,0.8504716147608377,0.7906829688565026,2
313,17,0.030857904308072448,0.08111474258484347,0
681,29,0.14217044670389556,0.22150226802233736,0
582,6,0.6651461942384054,0.5154877165430432,0
245,3,0.11887439117707199,0.12032463470624319,0
561,12,0.6710552838599144,0.5148331703159487,0
109,1,0.3119840203264185,0.20899041219585107,0
1498,15,0.5066726489827458,0.6036035893896474,1
864,4,0.3843550385241349,0.4034130231144809,1
851,43,0.8389973277180107,0.6735983966308065,1
488,14,0.703699779629051,0.5198198677774305,0
1294,34,0.43766132814820347,0.5213967968889222,1
1924,24,0.7048710100433817,0.807722606026029,2
1875,6,0.5464303160778473,0.7028581896467083,2
1969,40,0.0516687216579611,0.4248012329947767,2
193,5,0.7184539473225501,0.46967236839353005,0
390,40,0.17925561190779005,0.18555336714467402,0
1856,35,0.9524671166878468,0.9426802700127082,2
1616,43,0.8652957589089124,0.8423774553453475,2
1684,31,0.30978785920909924,0.5226727155254596,2
1175,2,0.8714140341908543,0.7578484205145125,2
883,37,0.07089157589128536,0.21913494553477122,1
1230,3,0.8506802606048463,0.7564081563629077,2
1015,19,0.6279933826040981,0.5797960295624588,1
500,16,0.16281504967686378,0.19768902980611827,0
113,12,0.2876327290436782,0.19517963742620692,0
331,5,0.3529585034523566,0.27797510207141396,0
1425,6,0.3340499656687692,0.48542997940126154,1
569,28,0.4045273855738697,0.3565164313443218,0
118,33,0.285758324592706,0.1950549947556236,0
1904,41,0.6854438832219015,0.792066329933141,2
197,2,0.20540140847802935,0.1626408450868176,0
1703,4,0.9820495370159625,0.9298297222095775,2
1108,7,0.6322821536376398,0.600969292182584,1
1550,23,0.41833386410228013,0.5610003184613681,2
1846,29,0.10137289755315915,0.4300237385318955,2
1053,24,0.2763191084658536,0.37639146507951216,1
714,41,0.9803687409421851,0.731021244565311,2
218,29,0.9771042330515733,0.629862539830944,0
322,6,0.5477846943833194,0.39307081662999166,0
1436,41,0.7378849848346062,0.7299309909007636,2
1498,20,0.42272863689393225,0.5532371821363593,1
1755,49,0.39761237855287057,0.5895674271317223,2
1019,3,0.2053329387067998,0.32699976322407986,1
1369,35,0.2685337560676073,0.4349202536405644,1
1660,24,0.6567560634745571,0.7260536380847342,2
22,26,0.6036372005593751,0.36658232033562504,0
1319,27,0.07558361385406698,0.3091501683124402,1
230,20,0.29729079030733363,0.22437447418440018,0
950,20,0.5990445871503816,0.549426752290229,1
596,35,0.6485048201186882,0.5083028920712129,0
1438,34,0.7037923109905077,0.7098753865943046,2
1158,15,0.5636599710287622,0.5697959826172573,1
73,33,0.6720560387522534,0.41783362325135204,0
1350,41,0.5257562195591349,0.5854537317354809,1
1083,2,0.8660956336116915,0.7362573801670149,2
1089,19,0.10590580440375763,0.28134348264225456,1
266,15,0.21308500868480817,0.1810510052108849,0
947,48,0.006682129223887778,0.19340927753433268,1
1272,22,0.6252047695304422,0.6295228617182653,1
414,25,0.05048894441240792,0.11309336664744475,0
1473,49,0.38561351286564804,0.5259681077193888,1
1031,49,0.5419900748897659,0.5313940449338596,1
83,1,0.2204836934733041,0.14889021608398245,0
1097,45,0.6172490208487257,0.5897494125092354,1
928,32,0.2146678639725368,0.31440071838352207,1
1190,17,0.498040393056869,0.5368242358341213,1
1819,35,0.8900570254652526,0.8978342152791515,2
1365,25,0.43402097270875883,0.5334125836252552,1
1295,4,0.4344033190066098,0.5196419914039658,1
73,27,0.009054161580370979,0.020032496948222588,0
1272,28,0.6132916848873791,0.6223750109324274,1
377,41,0.2420220799808772,0.22061324798852633,0
212,45,0.0913914863317764,0.09723489179906585,0
369,23,0.050018576821112215,0.10381114609266734,0
1460,47,0.029504055145205932,0.30970243308712353,1
737,46,0.2708063280369726,0.30988379682218353,0
944,34,0.06252629574284574,0.22631577744570744,1
61,3,0.21534438138255263,0.14140662882953156,0
1185,11,0.5948032146777896,0.5938819288066738,1
1630,48,0.33303487180539837,0.525820923083239,2
1362,38,0.3832842396422014,0.5023705437853209,1
1188,13,0.7867695033571274,0.7096617020142764,2
387,10,0.5136110465443245,0.38556662792659474,0
1015,27,0.5214490241668801,0.515869414500128,1
691,46,0.3711129384301278,0.36086776305807666,0
1097,6,0.7997187639648612,0.6992312583789168,1
295,49,0.8651933473978111,0.5781160084386867,0
865,37,0.6664630475268357,0.5728778285161015,1
568,21,0.4113394664991439,0.3604036798994863,0
1594,43,0.6379542626847388,0.7015725576108433,2
742,40,0.4425455148147456,0.4139273088888473,0
1276,43,0.9362806214689267,0.8169683728813559,2
92,18,0.8247432373470076,0.5132459424082045,0
1686,11,0.598845400079439,0.6965072400476634,2
1229,4,0.5902326591508927,0.5999395954905357,1
135,43,0.49109572938316515,0.3216574376298991,0
1860,28,0.10539321810780522,0.43523593086468315,2
823,3,0.40967105337599263,0.41040263202559557,1
1778,1,0.9240268704257328,0.9100161222554397,2
1365,48,0.516424388218611,0.5828546329311666,1
714,28,0.6642193849889683,0.541331630993381,0
455,3,0.8141256855911618,0.579475411354697,0
1620,19,0.11043186341110267,0.3902591180466617,2
69,1,0.309806875322469,0.1996841251934814,0
1468,27,0.5150056597097231,0.6026033958258339,1
1559,25,0.3568859751711102,0.5259315851026661,2
1343,24,0.7892928483196856,0.7421757089918113,2
1335,46,0.9137884438732593,0.8152730663239556,2
1888,5,0.32674254203004083,0.5736455252180245,2
1201,42,0.27149875418186786,0.4030992525091207,1
848,33,0.3186089627636072,0.3607653776581643,1
829,9,0.07764077598878127,0.21238446559326876,1
109,35,0.34889007504182357,0.23113404502509416,0
425,5,0.6769407829968374,0.4911644697981024,0
465,12,0.8587642793494722,0.6082585676096832,0
1987,30,0.43921060124971734,0.6609263607498304,2
726,9,0.16036540611974315,0.24141924367184586,0
1701,23,0.17925325573928075,0.4477519534435685,2
1582,47,0.48937644897067023,0.6100258693824021,2
1069,17,0.7406261488943705,0.6581756893366223,1
597,2,0.5318890790075141,0.4385334474045085,0
620,18,0.2967866820198506,0.30207200921191035,0
758,33,0.34522995366997244,0.35873797220198345,0
638,43,0.7324138648126686,0.5670483188876011,0
499,14,0.12149539108776541,0.17269723465265924,0
1020,36,0.11841503917593188,0.27504902350555915,1
1258,28,0.31100249473268027,0.4382014968396082,1
1703,47,0.39103286912739865,0.5752197214764392,2
147,15,0.749390452801159,0.4790342716806954,0
1688,8,0.9862466719514015,0.9293480031708409,2
137,47,0.753865073836925,0.47971904430215495,0
1505,19,0.6789784930380419,0.7083870958228251,2
1960,47,0.753594630745753,0.8441567784474517,2
1949,34,0.41195809503410197,0.6369748570204612,2
758,1,0.6314189212183764,0.5304513527310258,0
1968,47,0.11539464217891737,0.4628367853073504,2
1457,29,0.4390955652508285,0.5548573391504972,1
856,26,0.5122847572434851,0.4785708543460911,1
1293,5,0.7648009724592773,0.7174805834755663,2
1475,7,0.7729867213055868,0.758792032783352,2
1127,1,0.018124041045729733,0.23627442462743786,1
529,43,0.06904590631459973,0.14722754378875985,0
1789,3,0.5606782949389499,0.69420697696337,2
1653,43,0.6886316293078756,0.7437789775847253,2
1404,16,0.009978776658449373,0.2867872659950696,1
668,9,0.5356565993475786,0.45499395960854716,0
1857,29,0.8213883629006943,0.8642330177404165,2
336,41,0.48509465997954015,0.3582567959877241,0
947,41,0.5315773967749932,0.5083464380649959,1
1437,19,0.8205987576765866,0.779759254605952,2
1961,45,0.48434442629150865,0.6828066557749053,2
139,46,0.38782608991693124,0.2604956539501587,0
1256,18,0.9017740285462287,0.7922644171277373,2
560,2,0.06697361202527152,0.15218416721516292,0
534,6,0.3894049389788753,0.34044296338732516,0
185,40,0.9680658120507589,0.6178394872304553,0
732,49,0.07410542257486707,0.19086325354492023,0
834,13,0.8038145451934468,0.649088727116068,1
335,20,0.9971823539029504,0.6653094123417702,0
635,42,0.3211621526359535,0.3196972915815721,0
1875,3,0.3505205342861618,0.585312320571697,2
1856,40,0.06871367772396098,0.4124282066343766,2
574,4,0.4642385197392249,0.39334311184353493,0
1908,11,0.656729484721608,0.7756376908329647,2
619,32,0.008363681876857099,0.12881820912611427,0
1259,2,0.6616842883998565,0.6488105730399139,1
561,9,0.005313475668345946,0.11538808540100759,0
1148,34,0.7728095732903374,0.6932857439742024,1
719,48,0.06646332577627212,0.18367799546576327,0
1160,9,0.583713587731364,0.5822281526388183,1
1893,48,0.7517469923958404,0.8296481954375043,2
807,32,0.5180080664046248,0.47220483984277495,1
1745,35,0.6711574733796887,0.7516944840278132,2
1728,44,0.7422531871990872,0.7909519123194524,2
583,28,0.19497519990028922,0.2335851199401735,0
220,6,0.7499777984520708,0.49398667907124244,0
401,16,0.7587153211639207,0.5354291926983524,0
899,21,0.6541327370278737,0.5722796422167242,1
804,42,0.5788067545119405,0.5080840527071643,1
1494,42,0.30690451319457,0.482942707916742,1
1469,13,0.712777676216831,0.7214666057300986,2
528,8,0.5885049351589888,0.4587029610953933,0
1849,40,0.599771314970498,0.7296627889822989,2
386,30,0.8686396398234256,0.5983837838940554,0
650,44,0.745753379076126,0.5774520274456756,0
1360,17,0.5846680901658248,0.6228008540994949,1
1202,12,0.4438591884213011,0.5067155130527807,1
791,18,0.9584978356677402,0.7332987014006441,2
1393,38,0.5332513992791025,0.5985508395674615,1
195,38,0.7482328313318959,0.48793969879913757,0
61,1,0.5287244190984357,0.3294346514590614,0
156,21,0.6946409588937278,0.44798457533623665,0
1805,27,0.5953032659274891,0.7181819595564933,2
1814,10,0.6619689447938686,0.7599813668763211,2
975,15,0.7780252431446532,0.6618151458867918,1
1815,6,0.7867083407073091,0.8350250044243854,2
1893,20,0.3683472137943513,0.5996083282766108,2
1564,8,0.031149092793391064,0.33148945567603466,2
575,22,0.03367640387446402,0.13520584232467842,0
405,32,0.24339668321853047,0.2270380099311183,0
1541,46,0.6668473913056581,0.7083084347833948,2
902,25,0.8979191869576658,0.7191515121745995,2
1723,40,0.7362288825285501,0.7863373295171301,2
455,40,0.6667719097838972,0.49106314587033834,0
1938,2,0.7480047363714034,0.836402841822842,2
1206,38,0.09491793682166971,0.29815076209300184,1
1300,12,0.32663924942591094,0.45598354965554655,1
799,27,0.8066650530268165,0.6437990318160899,0
458,3,0.9976282974021565,0.6901769784412939,0
1699,31,0.04035082685969971,0.36401049611581987,2
253,13,0.13008066982894695,0.12864840189736818,0
1012,11,0.3604268271414861,0.41865609628489164,1
499,11,0.013698550408914545,0.10801913024534873,0
508,48,0.31219636821760366,0.2889178209305622,0
598,38,0.017149781915198115,0.12988986914911888,0
920,49,0.76230262450096,0.641381574700576,1
1952,15,0.5116357178950771,0.6973814307370463,2
1466,35,0.938413743858144,0.8562482463148864,2
709,21,0.40233495523733276,0.38320097314239965,0
339,25,0.06932833038776476,0.10939699823265886,0
1565,19,0.4422938054511353,0.5783762832706811,2
74,43,0.5788401680355926,0.3621041008213555,0
1072,19,0.868410787941382,0.7354464727648292,2
651,46,0.3714859436594342,0.3530915661956605,0
540,5,0.633072653499513,0.48784359209970785,0
901,21,0.9811179078679357,0.7688707447207614,2
1924,49,0.46116690125391,0.661500140752346,2
1702,25,0.504003763596326,0.6428022581577957,2
288,11,0.8328319018690757,0.5572991411214454,0
1179,18,0.11006328420111522,0.30183797052066913,1
1099,21,0.6316435150828916,0.598786109049735,1
1367,41,0.6442567236508115,0.6599540341904869,1
857,41,0.06980065461462892,0.21328039276877736,1
918,19,0.7477943497593724,0.6322766098556235,1
839,4,0.41382746532079584,0.4160964791924775,1
616,12,0.042342278772383835,0.1486053672634303,0
1778,47,0.4529110702676108,0.6273466421605665,2
430,14,0.060604907714909784,0.12236294462894587,0
434,48,0.02496622212005717,0.1017797332720343,0
1083,43,0.4535789999228341,0.4887473999537005,1
1320,20,0.9609201469288247,0.8405520881572948,2
643,28,0.48849563265990537,0.4216973795959432,0
1118,13,0.15369104284420454,0.31581462570652274,1
805,49,0.2770125243259788,0.3272075145955873,1
1828,26,0.74056472325951,0.809938833955706,2
876,40,0.5940827805697124,0.5316496683418275,1
660,8,0.06652760821085524,0.17191656492651314,0
986,30,0.9156722322616498,0.74660333935699,2
340,16,0.6906797711480066,0.482407862688804,0
1771,7,0.5015756999179484,0.655145419950769,2
955,47,0.6834537774075089,0.6010722664445054,1
155,23,0.28651954892712295,0.20291172935627377,0
1535,9,0.9972378999036027,0.9053427399421616,2
212,37,0.8973658657909319,0.5808195194745591,0
1775,31,0.9733826191648212,0.9390295714988927,2
1288,15,0.8473879305713737,0.7660327583428241,2
1758,46,0.3352790500782957,0.5527674300469775,2
1767,12,0.8169739072718367,0.8435843443631019,2
1088,42,0.9379652314338942,0.7803791388603365,2
1939,46,0.38559759251333336,0.619158555508,2
1970,7,0.21079310155002862,0.5204758609300172,2
1826,20,0.05522252074302847,0.3983335124458171,2
728,10,0.07482120519497304,0.19049272311698384,0
783,37,0.5298812610885262,0.4745287566531157,0
1829,40,0.11443151861235856,0.43445891116741514,2
236,23,0.7982931972091867,0.526175918325512,0
110,8,0.2197067903914004,0.15382407423484024,0
568,10,0.25646306101676597,0.2674778366100596,0
1073,36,0.6739942081457304,0.6189965248874383,1
36,37,0.17011541730928148,0.10926925038556888,0
1540,31,0.776803332139888,0.7740819992839327,2
166,24,0.15492531114344266,0.1261551866860656,0
1495,22,0.48453799508001083,0.5897227970480066,1
1399,11,0.5634083644838541,0.6178450186903124,1
96,5,0.4784961162559619,0.30629766975357714,0
1290,40,0.30362393814384026,0.4401743628863042,1
1944,35,0.0031409060481221163,0.3906845436288733,2
1852,23,0.08227232427706188,0.4197633945662372,2
1271,31,0.3064634680428203,0.43807808082569216,1
825,42,0.28191904290472913,0.3341514257428375,1
226,9,0.19072598759089465,0.1596355925545368,0
1113,48,0.5472375204206431,0.5509425122523859,1
972,40,0.6642017130717857,0.5929210278430714,1
106,15,0.04496144159155113,0.048176864954930676,0
1527,39,0.5625552012730474,0.6429331207638285,2
1056,9,0.9404192073007469,0.7754515243804482,2
1242,27,0.5227601415618698,0.5620560849371219,1
845,16,0.656055021975704,0.5626330131854224,1
1868,44,0.6870391505824806,0.7858234903494883,2
444,7,0.1170117248579462,0.15900703491476773,0
48,18,0.12323257571632484,0.0835395454297949,0
1831,4,0.4161453676406067,0.6158872205843641,2
224,40,0.19641921587201738,0.16265152952321044,0
849,49,0.17549162738135737,0.2750949764288144,1
979,13,0.5793144666619379,0.5433886799971627,1
1882,14,0.6447452485768186,0.7632471491460912,2
1156,39,0.9323227582288776,0.7905936549373265,2
845,32,0.279415884176072,0.33664953050564317,1
1215,38,0.8547034500931975,0.7558220700559185,2
53,30,0.8542607889973357,0.5231564733984014,0
1667,45,0.4065567838081042,0.5773340702848626,2
720,22,0.6038509825402779,0.5063105895241667,0
422,8,0.5587659446243977,0.41965956677463856,0
1854,6,0.37454824337958126,0.5955289460277488,2
1635,10,0.36739072869707046,0.5474344372182423,2
699,12,0.5567849109281879,0.47387094655691275,0
1823,29,0.7959263871435024,0.8421558322861015,2
1726,25,0.025237345848264203,0.3603424075089585,2
287,21,0.8740717733051852,0.581843063983111,0
1511,22,0.7516761720229193,0.7532057032137516,2
1581,42,0.7925948132091347,0.7917568879254808,2
276,13,0.232055739701156,0.1944334438206936,0
932,33,0.5543374743403449,0.519002484604207,1
1997,17,0.29394910101689753,0.5757694606101386,2
1352,27,0.04005911905069448,0.2944354714304167,1
1710,8,0.20754093620570346,0.4665245617234221,2
1498,47,0.9084345518793753,0.8446607311276251,2
1959,37,0.4662994129398188,0.6715796477638913,2
1497,16,0.615253653282414,0.6685521919694484,1
758,18,0.5129221647747657,0.4593532988648594,0
1310,39,0.9351720867264933,0.823103252035896,2
498,29,0.7081218349006254,0.5244731009403752,0
1362,13,0.6743996518139815,0.677039791088389,1
606,21,0.04545250043579596,0.14847150026147757,0
849,40,0.22674118440694457,0.30584471064416674,1
143,9,0.4683301859338135,0.3095981115602881,0
1388,31,0.12340081520559643,0.3516404891233579,1
384,30,0.5511599619163721,0.4074959771498232,0
308,9,0.8391803949802986,0.5651082369881791,0
1025,44,0.024971662117049598,0.21998299727022974,1
1122,16,0.23747855675225749,0.36688713405135454,1
1807,12,0.724598286847629,0.7961589721085773,2
974,8,0.28104975016688916,0.3634298501001335,1
1214,12,0.37975152291931746,0.4706509137515905,1
1256,42,0.3920935769045727,0.48645614614274363,1
139,39,0.1254862967991507,0.10309177807949041,0
273,33,0.23693332490664865,0.19675999494398919,0
733,21,0.5657815548409963,0.4860689329045978,0
1431,6,0.36588580955688044,0.5057314857341283,1
614,37,0.7494260059808087,0.5724556035884851,0
499,8,0.7752440518349493,0.5649464311009695,0
227,11,0.292516425476252,0.2209098552857512,0
1173,2,0.6678679067008134,0.635320744020488,1
1875,39,0.2654964074290723,0.5342978444574433,2
273,6,0.6784999682926378,0.46169998097558274,0
1052,2,0.6196159269449223,0.5821695561669533,1
293,4,0.3504132500101974,0.26884795000611844,0
177,43,0.3397702422988438,0.2392621453793063,0
1293,32,0.5430214308667641,0.5844128585200585,1
1252,46,0.7944808178535061,0.7270884907121036,2
252,35,0.14225523977681542,0.13575314386608925,0
1720,28,0.2610485262348481,0.5006291157409088,2
210,48,0.8345717902556277,0.5427430741533766,0
447,12,0.18573307200518563,0.20083984320311138,0
1744,4,0.1984910746053491,0.46789464476320947,2
923,9,0.2399893638699575,0.32859361832197453,1
184,12,0.27294999473148784,0.2005699968388927,0
1399,14,0.4487788039946148,0.5490672823967688,1
1535,34,0.1893934178848461,0.42063605073090765,2
920,42,0.9047663416801179,0.7268598050080708,2
916,40,0.5778911126940883,0.529934667616453,1
1859,24,0.8174078473061094,0.8622447083836656,2
1978,27,0.05560552168046062,0.4289633130082764,2
271,35,0.21244727719547296,0.18166836631728378,0
1717,44,0.4111974888825458,0.5901184933295275,2
162,23,0.8845868882296137,0.5631521329377682,0
852,12,0.9091752640535857,0.7159051584321514,2
87,48,0.6910558127392618,0.4320334876435571,0
129,25,0.7297119064974222,0.46362714389845333,0
1923,21,0.4299576197798217,0.642574571867893,2
1457,22,0.17334305297528085,0.3954058317851685,1
1505,38,0.682153161561635,0.7102918969369809,2
250,46,0.596081955238306,0.40764917314298355,0
1326,25,0.16440552907887873,0.3638433174473273,1
889,5,0.35513164775381256,0.39087898865228754,1
875,48,0.21790870825201347,0.3057452249512081,1
471,4,0.5814171055820205,0.4430502633492123,0
661,28,0.8730193940297161,0.6560116364178296,0
872,23,0.6996899090587084,0.5942139454352251,1
1576,10,0.32679470585777737,0.5112768235146664,2
1009,8,0.8265510741914642,0.6977306445148785,1
573,5,0.09873720688266585,0.1738423241295995,0
1717,37,0.11870909550911146,0.4146254573054669,2
1261,38,0.21469588746335544,0.38101753247801323,1
585,48,0.7835000808452567,0.587100048507154,0
360,30,0.8634657303414633,0.590079438204878,0
108,12,0.8731088427642276,0.5454653056585365,0
717,8,0.2963576135132884,0.321214568107973,0
1469,28,0.983567206513663,0.8839403239081978,2
457,39,0.969723632797977,0.6732341796787862,0
1720,47,0.14430920072160303,0.43058552043296183,2
543,25,0.6920112559466547,0.5238067535679928,0
1463,22,0.2265216260361057,0.42851297562166346,1
111,1,0.2528581182501112,0.1739148709500667,0
1215,42,0.35920874698269034,0.4585252481896142,1
405,15,0.8206961607667793,0.5734176964600676,0
678,35,0.3508191093350156,0.34609146560100934,0
8,47,0.051785888732816865,0.03267153323969012,0
602,13,0.08468834187530683,0.17121300512518411,0
849,48,0.4821320989198419,0.45907925935190513,1
774,35,0.22123869644606398,0.28754321786763837,0
